CONTIGS;total_genes;viral_genes;checkv_quality;completeness
NODE_A388_length_1552_cov_9.743051_CE44;1;1;Low-quality;1,25
NODE_A389_length_1552_cov_9.401356_CE44;2;0;Not-determined;NA
NODE_A390_length_1550_cov_9.377461_CE44;2;0;Not-determined;NA
NODE_A391_length_1549_cov_18.974864_CE44;4;0;Not-determined;NA
NODE_A394_length_1545_cov_12.349455_CE44;3;0;Not-determined;NA
NODE_A395_length_1544_cov_8.205181_CE44;3;0;Low-quality;1,08
NODE_A396_length_1543_cov_9.856071_CE44;2;1;Low-quality;1,26
NODE_A397_length_1542_cov_6.824573_CE44;1;0;Not-determined;NA
NODE_A398_length_1541_cov_9.073770_CE44;2;0;Not-determined;NA
NODE_A399_length_1538_cov_5.421629_CE44;2;0;Not-determined;NA
NODE_A400_length_1536_cov_13.082248_CE44;4;1;Low-quality;0,86
NODE_A401_length_1536_cov_6.418780_CE44;1;0;Not-determined;NA
NODE_A402_length_1534_cov_6.737817_CE44;2;0;Low-quality;24,74
NODE_A404_length_1532_cov_7.806873_CE44;1;0;Not-determined;NA
NODE_A405_length_1532_cov_6.358076_CE44;2;0;Not-determined;NA
NODE_A406_length_1531_cov_6.770977_CE44;2;0;Not-determined;NA
NODE_A407_length_1531_cov_2.971114_CE44;2;0;Not-determined;NA
NODE_A408_length_1529_cov_9.645317_CE44;3;0;Not-determined;NA
NODE_A409_length_1528_cov_8.425224_CE44;3;0;Not-determined;NA
NODE_A410_length_1527_cov_6.711034_CE44;2;0;Not-determined;NA
NODE_A411_length_1526_cov_6.291235_CE44;3;2;Low-quality;2,11
NODE_A413_length_1524_cov_7.522460_CE44;4;0;Low-quality;4,25
NODE_A414_length_1523_cov_16.491701_CE44;2;0;Not-determined;NA
NODE_A415_length_1521_cov_11.942521_CE44;1;0;Low-quality;1,22
NODE_A416_length_1520_cov_10.254331_CE44;2;0;Not-determined;NA
NODE_A417_length_1517_cov_6.136111_CE44;2;0;Not-determined;NA
NODE_A418_length_1516_cov_6.615705_CE44;3;2;Low-quality;0,28
NODE_A419_length_1514_cov_5.394572_CE44;3;0;Not-determined;NA
NODE_A420_length_1514_cov_4.632568_CE44;1;0;Not-determined;NA
NODE_A421_length_1511_cov_2.979777_CE44;4;0;Not-determined;NA
NODE_A422_length_1510_cov_5.546406_CE44;3;2;Low-quality;4,46
NODE_A423_length_1510_cov_4.000698_CE44;1;0;Not-determined;NA
NODE_A424_length_1508_cov_13.081062_CE44;3;0;Not-determined;NA
NODE_A425_length_1508_cov_12.877708_CE44;3;0;Not-determined;NA
NODE_A426_length_1506_cov_5.705388_CE44;2;0;Not-determined;NA
NODE_A428_length_1504_cov_6.435879_CE44;2;0;Not-determined;NA
NODE_A429_length_1504_cov_4.915907_CE44;3;0;Not-determined;NA
NODE_A430_length_1500_cov_6.625439_CE44;1;0;Not-determined;NA
NODE_A432_length_1498_cov_8.838142_CE44;5;1;Low-quality;3,35
NODE_A433_length_1495_cov_3.844852_CE44;1;0;Not-determined;NA
NODE_A434_length_1494_cov_12.031052_CE44;2;0;Not-determined;NA
NODE_A436_length_1494_cov_4.504587_CE44;1;0;Not-determined;NA
NODE_A437_length_1492_cov_8.876325_CE44;4;1;Low-quality;1,72
NODE_A438_length_1491_cov_9.032532_CE44;3;0;Low-quality;1,44
NODE_A439_length_1491_cov_5.543140_CE44;5;0;Not-determined;NA
NODE_A440_length_1490_cov_9.622081_CE44;1;0;Not-determined;NA
NODE_A441_length_1490_cov_8.609342_CE44;2;0;Not-determined;NA
NODE_A442_length_1489_cov_7.744334_CE44;4;0;Not-determined;NA
NODE_A443_length_1487_cov_9.351773_CE44;2;0;Low-quality;0,45
NODE_B18_length_1484_cov_6.012082_CE44;1;0;Not-determined;NA
NODE_A446_length_1483_cov_4.324324_CE44;1;0;Not-determined;NA
NODE_A447_length_1482_cov_14.566548_CE44;3;0;Not-determined;NA
NODE_A448_length_1482_cov_11.549466_CE44;3;0;Low-quality;3,66
NODE_A449_length_1481_cov_4.061254_CE44;1;0;Not-determined;NA
NODE_A451_length_1480_cov_7.821098_CE44;3;0;Not-determined;NA
NODE_A452_length_1480_cov_7.585175_CE44;3;0;Low-quality;2,01
NODE_A453_length_1479_cov_4.306705_CE44;2;0;Not-determined;NA
NODE_A454_length_1478_cov_6.508208_CE44;1;0;Not-determined;NA
NODE_A455_length_1477_cov_9.752857_CE44;1;1;Low-quality;1,10
NODE_A456_length_1477_cov_5.673571_CE44;2;2;Low-quality;36,72
NODE_A459_length_1474_cov_11.342162_CE44;4;1;Low-quality;1,93
NODE_A460_length_1474_cov_10.891195_CE44;4;0;Not-determined;NA
NODE_A461_length_1473_cov_10.616046_CE44;2;0;Not-determined;NA
NODE_A462_length_1472_cov_8.049462_CE44;2;0;Not-determined;NA
NODE_A463_length_1472_cov_4.860215_CE44;0;0;Not-determined;NA
NODE_A464_length_1470_cov_8.250538_CE44;1;0;Not-determined;NA
NODE_A465_length_1468_cov_4.873472_CE44;2;0;Not-determined;NA
NODE_A466_length_1467_cov_6.782734_CE44;3;0;Not-determined;NA
NODE_A467_length_1466_cov_12.252700_CE44;2;0;Not-determined;NA
NODE_A468_length_1466_cov_5.894168_CE44;3;1;Low-quality;2,14
NODE_A469_length_1465_cov_9.625360_CE44;1;0;Not-determined;NA
NODE_A470_length_1464_cov_8.329488_CE44;4;1;Low-quality;0,64
NODE_A471_length_1464_cov_7.240807_CE44;2;0;Not-determined;NA
NODE_A473_length_1461_cov_7.841040_CE44;2;0;Low-quality;11,04
NODE_A475_length_1459_cov_12.638205_CE44;2;0;Not-determined;NA
NODE_A476_length_1459_cov_11.316208_CE44;2;0;Not-determined;NA
NODE_A477_length_1459_cov_5.259045_CE44;3;0;Not-determined;NA
NODE_A478_length_1459_cov_4.665702_CE44;1;0;Not-determined;NA
NODE_A481_length_1458_cov_6.792180_CE44;3;0;Not-determined;NA
NODE_A482_length_1457_cov_9.639130_CE44;1;0;Not-determined;NA
NODE_A484_length_1456_cov_14.287165_CE44;4;1;Low-quality;0,88
NODE_A485_length_1456_cov_5.174039_CE44;2;0;Not-determined;NA
NODE_A486_length_1455_cov_6.188679_CE44;2;0;Not-determined;NA
NODE_A487_length_1454_cov_18.188816_CE44;4;1;Low-quality;1,46
NODE_A489_length_1452_cov_23.468364_CE44;3;1;Low-quality;3,69
NODE_A490_length_1452_cov_19.773091_CE44;2;0;Not-determined;NA
NODE_A492_length_1450_cov_4.233795_CE44;2;0;Not-determined;NA
NODE_A493_length_1450_cov_3.667881_CE44;1;0;Not-determined;NA
NODE_A494_length_1449_cov_4.916910_CE44;2;0;Not-determined;NA
NODE_A495_length_1448_cov_6.410649_CE44;5;0;Not-determined;NA
NODE_A496_length_1447_cov_5.540876_CE44;1;0;Not-determined;NA
NODE_A499_length_1445_cov_9.150585_CE44;2;0;Not-determined;NA
NODE_A500_length_1443_cov_6.937042_CE44;4;3;Low-quality;4,90
NODE_A501_length_1441_cov_9.246334_CE44;2;0;Not-determined;NA
NODE_A502_length_1441_cov_6.151026_CE44;1;0;Low-quality;2,35
NODE_A503_length_1441_cov_5.854839_CE44;2;0;Not-determined;NA
NODE_A504_length_1441_cov_4.723607_CE44;4;1;Low-quality;2,07
NODE_A505_length_1440_cov_6.895818_CE44;1;0;Not-determined;NA
NODE_A506_length_1439_cov_8.497063_CE44;2;0;Not-determined;NA
NODE_A507_length_1438_cov_15.102866_CE44;3;0;Low-quality;3,37
NODE_A509_length_1436_cov_3.244297_CE44;1;0;Not-determined;NA
NODE_A511_length_1434_cov_17.054532_CE44;2;0;Not-determined;NA
NODE_A512_length_1434_cov_4.817981_CE44;2;0;Not-determined;NA
NODE_A513_length_1431_cov_6.392171_CE44;2;0;Not-determined;NA
NODE_A514_length_1431_cov_5.705318_CE44;4;0;Not-determined;NA
NODE_A515_length_1428_cov_9.166543_CE44;1;0;Not-determined;NA
NODE_A516_length_1426_cov_25.280208_CE44;3;0;Not-determined;NA
NODE_A517_length_1426_cov_13.135656_CE44;3;1;Low-quality;0,74
NODE_A518_length_1426_cov_9.323202_CE44;1;0;Not-determined;NA
NODE_A519_length_1426_cov_6.044477_CE44;2;1;Not-determined;NA
NODE_A520_length_1425_cov_45.041543_CE44;1;0;Not-determined;NA
NODE_A522_length_1425_cov_9.471810_CE44;3;2;Low-quality;3,21
NODE_A524_length_1425_cov_6.764837_CE44;1;0;Not-determined;NA
NODE_A525_length_1424_cov_8.969562_CE44;1;0;Not-determined;NA
NODE_A526_length_1423_cov_6.516345_CE44;1;0;Not-determined;NA
NODE_A527_length_1422_cov_10.257249_CE44;2;0;Not-determined;NA
NODE_A528_length_1422_cov_8.051301_CE44;1;0;Not-determined;NA
NODE_A529_length_1422_cov_7.653532_CE44;1;1;Low-quality;2,66
NODE_A530_length_1421_cov_7.195685_CE44;2;0;Low-quality;3,30
NODE_A531_length_1418_cov_3.776286_CE44;3;0;Not-determined;NA
NODE_A532_length_1417_cov_10.670896_CE44;1;0;Not-determined;NA
NODE_A533_length_1417_cov_7.285075_CE44;1;0;Not-determined;NA
NODE_A534_length_1417_cov_5.614179_CE44;2;0;Not-determined;NA
NODE_A535_length_1416_cov_12.716953_CE44;2;0;Not-determined;NA
NODE_A536_length_1416_cov_6.596714_CE44;4;0;Not-determined;NA
NODE_A537_length_1414_cov_10.927450_CE44;3;0;Low-quality;0,86
NODE_A540_length_1412_cov_7.936330_CE44;1;1;Low-quality;1,85
NODE_A541_length_1412_cov_5.976030_CE44;3;0;Not-determined;NA
NODE_A544_length_1411_cov_8.396552_CE44;2;0;Not-determined;NA
NODE_A546_length_1410_cov_6.204051_CE44;1;0;Not-determined;NA
NODE_A547_length_1409_cov_16.727477_CE44;2;0;Not-determined;NA
NODE_A549_length_1408_cov_13.800902_CE44;1;0;Not-determined;NA
NODE_A550_length_1407_cov_4.900752_CE44;5;0;Not-determined;NA
NODE_A551_length_1406_cov_17.108352_CE44;2;0;Not-determined;NA
NODE_A552_length_1406_cov_7.287434_CE44;2;0;Not-determined;NA
NODE_A553_length_1404_cov_4.924642_CE44;2;0;Not-determined;NA
NODE_A554_length_1400_cov_11.380952_CE44;1;1;Low-quality;0,78
NODE_A556_length_1396_cov_5.161486_CE44;2;2;Low-quality;1,50
NODE_A557_length_1396_cov_4.890826_CE44;1;0;Not-determined;NA
NODE_A559_length_1395_cov_11.720789_CE44;1;0;Not-determined;NA
NODE_A560_length_1391_cov_9.853120_CE44;1;1;Low-quality;0,67
NODE_A561_length_1390_cov_6.840823_CE44;1;0;Not-determined;NA
NODE_A562_length_1389_cov_10.732470_CE44;2;0;Not-determined;NA
NODE_A563_length_1389_cov_5.730945_CE44;3;1;Low-quality;3,36
NODE_A564_length_1387_cov_15.153435_CE44;4;0;Low-quality;3,78
NODE_A566_length_1386_cov_4.075630_CE44;6;0;Low-quality;3,14
NODE_A567_length_1384_cov_10.820199_CE44;2;0;Not-determined;NA
NODE_A568_length_1384_cov_4.813313_CE44;2;1;Low-quality;1,94
NODE_A569_length_1383_cov_33.207504_CE44;2;0;Low-quality;2,61
NODE_A570_length_1382_cov_10.088123_CE44;2;0;Not-determined;NA
NODE_A571_length_1381_cov_14.672546_CE44;3;0;Not-determined;NA
NODE_A572_length_1380_cov_8.046048_CE44;2;0;Not-determined;NA
NODE_A573_length_1380_cov_7.748273_CE44;1;0;Not-determined;NA
NODE_A574_length_1379_cov_17.018433_CE44;1;0;Not-determined;NA
NODE_A575_length_1379_cov_7.849462_CE44;2;1;Low-quality;1,87
NODE_A576_length_1376_cov_8.100077_CE44;2;0;Low-quality;3,08
NODE_A578_length_1374_cov_6.539707_CE44;1;0;Not-determined;NA
NODE_A579_length_1373_cov_12.155864_CE44;1;0;Not-determined;NA
NODE_A580_length_1372_cov_10.903475_CE44;3;0;Not-determined;NA
NODE_A581_length_1370_cov_6.656613_CE44;2;0;Not-determined;NA
NODE_A582_length_1369_cov_8.475232_CE44;1;0;Not-determined;NA
NODE_A583_length_1369_cov_8.271672_CE44;2;1;Low-quality;3,21
NODE_A584_length_1369_cov_7.508514_CE44;3;1;Low-quality;0,67
NODE_A585_length_1369_cov_6.756192_CE44;6;0;Not-determined;NA
NODE_A586_length_1367_cov_9.158915_CE44;3;1;Low-quality;2,15
NODE_A587_length_1367_cov_8.444186_CE44;3;0;Not-determined;NA
NODE_A588_length_1365_cov_18.530280_CE44;2;0;Not-determined;NA
NODE_A589_length_1365_cov_7.818323_CE44;2;0;Not-determined;NA
NODE_A591_length_1364_cov_10.374514_CE44;1;0;Not-determined;NA
NODE_A592_length_1364_cov_5.139860_CE44;1;0;Not-determined;NA
NODE_A593_length_1364_cov_3.191142_CE44;2;0;Not-determined;NA
NODE_A595_length_1362_cov_13.250584_CE44;2;0;Not-determined;NA
NODE_A596_length_1361_cov_13.915888_CE44;2;1;Low-quality;2,74
NODE_A597_length_1361_cov_4.394860_CE44;1;0;Not-determined;NA
NODE_A598_length_1360_cov_19.391270_CE44;2;0;Not-determined;NA
NODE_A600_length_1360_cov_7.978956_CE44;2;0;Not-determined;NA
NODE_A601_length_1358_cov_10.916472_CE44;1;0;Not-determined;NA
NODE_A603_length_1354_cov_11.835552_CE44;2;1;Low-quality;3,76
NODE_A604_length_1354_cov_6.402506_CE44;2;0;Not-determined;NA
NODE_A605_length_1353_cov_22.728840_CE44;2;1;Low-quality;0,75
NODE_A607_length_1352_cov_15.921569_CE44;1;0;Not-determined;NA
NODE_A608_length_1352_cov_9.290196_CE44;2;0;Not-determined;NA
NODE_A609_length_1351_cov_7.514914_CE44;1;0;Not-determined;NA
NODE_A610_length_1351_cov_4.967033_CE44;2;0;Not-determined;NA
NODE_A612_length_1347_cov_7.079528_CE44;3;0;Not-determined;NA
NODE_A613_length_1347_cov_5.925984_CE44;3;1;Low-quality;1,10
NODE_A614_length_1345_cov_8.041798_CE44;1;0;Not-determined;NA
NODE_A615_length_1345_cov_4.080442_CE44;2;1;Low-quality;2,01
NODE_A616_length_1344_cov_13.965272_CE44;1;0;Not-determined;NA
NODE_A617_length_1343_cov_15.105845_CE44;0;0;Not-determined;NA
NODE_A618_length_1343_cov_11.161927_CE44;3;0;Not-determined;NA
NODE_A619_length_1341_cov_13.117089_CE44;2;0;Not-determined;NA
NODE_A620_length_1341_cov_7.509494_CE44;5;0;Not-determined;NA
NODE_A621_length_1341_cov_5.643196_CE44;3;1;Low-quality;2,14
NODE_A623_length_1340_cov_8.266825_CE44;2;0;Not-determined;NA
NODE_A625_length_1337_cov_8.000794_CE44;1;0;Not-determined;NA
NODE_A626_length_1337_cov_3.831746_CE44;2;0;Not-determined;NA
NODE_A628_length_1336_cov_7.103257_CE44;2;0;Not-determined;NA
NODE_A629_length_1335_cov_10.519078_CE44;2;1;Low-quality;0,84
NODE_A630_length_1335_cov_7.558029_CE44;2;0;Not-determined;NA
NODE_A631_length_1334_cov_14.318218_CE44;2;0;Not-determined;NA
NODE_A632_length_1334_cov_11.395386_CE44;1;1;Low-quality;1,02
NODE_A633_length_1333_cov_9.070064_CE44;1;0;Not-determined;NA
NODE_A634_length_1333_cov_6.881369_CE44;2;0;Not-determined;NA
NODE_A635_length_1332_cov_7.104382_CE44;2;2;Low-quality;1,97
NODE_A636_length_1332_cov_6.059761_CE44;2;1;Low-quality;0,96
NODE_A637_length_1332_cov_5.042231_CE44;2;0;Not-determined;NA
NODE_A638_length_1332_cov_4.528287_CE44;2;0;Not-determined;NA
NODE_A639_length_1331_cov_5.504785_CE44;1;0;Not-determined;NA
NODE_A642_length_1329_cov_7.198882_CE44;2;0;Not-determined;NA
NODE_A643_length_1329_cov_5.746006_CE44;2;0;Not-determined;NA
NODE_A644_length_1328_cov_9.205436_CE44;4;0;Not-determined;NA
NODE_A645_length_1327_cov_16.459200_CE44;2;0;Low-quality;1,16
NODE_A646_length_1327_cov_7.988000_CE44;2;0;Not-determined;NA
NODE_A647_length_1326_cov_28.614091_CE44;2;2;Low-quality;0,98
NODE_A648_length_1326_cov_4.887910_CE44;4;1;Low-quality;0,47
NODE_A649_length_1325_cov_10.285256_CE44;2;0;Not-determined;NA
NODE_A650_length_1325_cov_5.027244_CE44;3;1;Low-quality;3,08
NODE_A651_length_1324_cov_13.005613_CE44;2;0;Low-quality;0,42
NODE_A652_length_1324_cov_10.533280_CE44;3;0;Low-quality;3,42
NODE_A653_length_1323_cov_12.639647_CE44;2;0;Not-determined;NA
NODE_A654_length_1322_cov_9.714056_CE44;3;0;Not-determined;NA
NODE_A655_length_1322_cov_8.362249_CE44;1;1;Low-quality;2,21
NODE_A656_length_1322_cov_5.026506_CE44;2;0;Not-determined;NA
NODE_A658_length_1320_cov_8.650040_CE44;3;0;Not-determined;NA
NODE_A659_length_1320_cov_7.824618_CE44;2;0;Not-determined;NA
NODE_A660_length_1320_cov_4.862430_CE44;5;2;Low-quality;2,65
NODE_A661_length_1318_cov_22.577760_CE44;2;0;Not-determined;NA
NODE_A662_length_1318_cov_11.638195_CE44;1;0;Not-determined;NA
NODE_A663_length_1318_cov_9.133763_CE44;1;0;Not-determined;NA
NODE_A664_length_1318_cov_6.630943_CE44;2;0;Not-determined;NA
NODE_A668_length_1315_cov_4.386107_CE44;1;0;Not-determined;NA
NODE_A670_length_1311_cov_9.514587_CE44;2;0;Not-determined;NA
NODE_A671_length_1311_cov_6.950567_CE44;1;0;Not-determined;NA
NODE_A672_length_1310_cov_18.154096_CE44;3;0;Not-determined;NA
NODE_A673_length_1309_cov_17.098214_CE44;3;2;Low-quality;1,50
NODE_A674_length_1309_cov_6.902597_CE44;2;0;Not-determined;NA
NODE_A676_length_1308_cov_10.146223_CE44;3;0;Not-determined;NA
NODE_A677_length_1307_cov_7.631707_CE44;1;0;Not-determined;NA
NODE_A679_length_1305_cov_8.263029_CE44;1;0;Not-determined;NA
NODE_A680_length_1304_cov_17.749796_CE44;2;1;Low-quality;1,54
NODE_A681_length_1304_cov_8.445803_CE44;2;0;Not-determined;NA
NODE_A683_length_1302_cov_16.025306_CE44;2;0;Not-determined;NA
NODE_A684_length_1302_cov_4.564082_CE44;1;0;Not-determined;NA
NODE_A685_length_1302_cov_4.041633_CE44;2;0;Not-determined;NA
NODE_A686_length_1301_cov_10.919118_CE44;2;0;Not-determined;NA
NODE_A687_length_1301_cov_5.930556_CE44;2;0;Not-determined;NA
NODE_A690_length_1298_cov_9.407043_CE44;1;1;Low-quality;2,05
NODE_A691_length_1297_cov_15.410656_CE44;2;0;Not-determined;NA
NODE_A692_length_1297_cov_8.340164_CE44;4;0;Not-determined;NA
NODE_A693_length_1296_cov_15.136998_CE44;1;0;Not-determined;NA
NODE_A694_length_1296_cov_7.636587_CE44;1;1;Low-quality;1,75
NODE_A695_length_1296_cov_4.982773_CE44;3;0;Not-determined;NA
NODE_A696_length_1295_cov_29.663383_CE44;1;0;Not-determined;NA
NODE_A697_length_1295_cov_11.248768_CE44;2;0;Not-determined;NA
NODE_B28_length_1294_cov_1.654067_CE44;3;0;Not-determined;NA
NODE_A698_length_1293_cov_5.302632_CE44;1;0;Not-determined;NA
NODE_A699_length_1293_cov_3.903783_CE44;1;0;Not-determined;NA
NODE_A700_length_1292_cov_7.415638_CE44;0;0;Not-determined;NA
NODE_A701_length_1291_cov_12.771829_CE44;1;0;Not-determined;NA
NODE_A702_length_1291_cov_12.208402_CE44;2;0;Not-determined;NA
NODE_A703_length_1290_cov_15.272877_CE44;2;2;Low-quality;1,06
NODE_A706_length_1290_cov_8.859027_CE44;1;0;Not-determined;NA
NODE_A707_length_1290_cov_6.423743_CE44;1;0;Not-determined;NA
NODE_A708_length_1289_cov_11.099010_CE44;2;0;Not-determined;NA
NODE_A709_length_1288_cov_4.241123_CE44;1;0;Not-determined;NA
NODE_A711_length_1287_cov_7.542975_CE44;2;0;Low-quality;2,75
NODE_A712_length_1287_cov_5.360331_CE44;2;0;Low-quality;0,56
NODE_A713_length_1286_cov_8.827130_CE44;2;0;Not-determined;NA
NODE_A714_length_1286_cov_8.372208_CE44;3;0;Low-quality;3,24
NODE_A715_length_1286_cov_6.585608_CE44;4;0;Not-determined;NA
NODE_A716_length_1285_cov_4.261589_CE44;3;0;Not-determined;NA
NODE_A717_length_1285_cov_2.981788_CE44;3;0;Not-determined;NA
NODE_A719_length_1282_cov_8.865560_CE44;1;0;Not-determined;NA
NODE_A720_length_1282_cov_5.743568_CE44;2;0;Not-determined;NA
NODE_A721_length_1281_cov_9.666113_CE44;2;0;Not-determined;NA
NODE_A722_length_1280_cov_12.202826_CE44;4;1;Low-quality;3,13
NODE_A724_length_1278_cov_6.020816_CE44;1;0;Not-determined;NA
NODE_A725_length_1277_cov_7.655000_CE44;3;0;Not-determined;NA
NODE_A726_length_1276_cov_17.253545_CE44;1;0;Not-determined;NA
NODE_A727_length_1274_cov_7.496241_CE44;2;1;Low-quality;1,15
NODE_A728_length_1273_cov_12.919732_CE44;2;0;Not-determined;NA
NODE_A729_length_1273_cov_9.268395_CE44;2;0;Not-determined;NA
NODE_A730_length_1273_cov_8.837793_CE44;1;1;Low-quality;2,54
NODE_A732_length_1272_cov_6.904603_CE44;2;0;Not-determined;NA
NODE_A733_length_1271_cov_7.630653_CE44;3;0;Low-quality;2,83
NODE_A734_length_1271_cov_6.625628_CE44;3;0;Not-determined;NA
NODE_A736_length_1270_cov_8.253982_CE44;1;0;Not-determined;NA
NODE_A738_length_1269_cov_10.189597_CE44;2;0;Not-determined;NA
NODE_A739_length_1269_cov_5.079698_CE44;1;0;Not-determined;NA
NODE_A740_length_1268_cov_19.626364_CE44;1;0;Not-determined;NA
NODE_A741_length_1268_cov_11.643157_CE44;5;1;Low-quality;3,06
NODE_A742_length_1268_cov_10.493703_CE44;1;0;Not-determined;NA
NODE_A743_length_1268_cov_7.239295_CE44;1;0;Not-determined;NA
NODE_A744_length_1266_cov_6.449117_CE44;2;0;Not-determined;NA
NODE_A746_length_1265_cov_13.794613_CE44;2;0;Not-determined;NA
NODE_A747_length_1265_cov_12.004209_CE44;2;0;Not-determined;NA
NODE_A748_length_1265_cov_6.931818_CE44;3;0;Not-determined;NA
NODE_A750_length_1265_cov_4.239899_CE44;3;0;Not-determined;NA
NODE_A751_length_1264_cov_8.225779_CE44;3;0;Low-quality;1,76
NODE_A752_length_1264_cov_8.140691_CE44;2;0;Not-determined;NA
NODE_A753_length_1264_cov_7.113732_CE44;2;0;Not-determined;NA
NODE_A754_length_1263_cov_115.846543_CE44;1;0;Not-determined;NA
NODE_A755_length_1263_cov_13.669477_CE44;1;0;Not-determined;NA
NODE_A756_length_1263_cov_9.532040_CE44;2;0;Low-quality;0,32
NODE_A757_length_1263_cov_7.268971_CE44;3;0;Not-determined;NA
NODE_A759_length_1261_cov_9.420608_CE44;3;0;Not-determined;NA
NODE_A760_length_1261_cov_9.209459_CE44;3;0;Not-determined;NA
NODE_A761_length_1261_cov_4.900338_CE44;3;1;Low-quality;0,82
NODE_A762_length_1260_cov_10.440406_CE44;1;0;Not-determined;NA
NODE_A763_length_1260_cov_9.879121_CE44;3;0;Not-determined;NA
NODE_A765_length_1260_cov_5.085376_CE44;1;0;Not-determined;NA
NODE_A766_length_1259_cov_8.746193_CE44;3;0;Not-determined;NA
NODE_A767_length_1258_cov_5.575783_CE44;1;0;Not-determined;NA
NODE_A768_length_1257_cov_8.957627_CE44;2;0;Not-determined;NA
NODE_A769_length_1257_cov_5.822034_CE44;2;0;Low-quality;1,56
NODE_A770_length_1257_cov_5.414407_CE44;1;0;Low-quality;0,89
NODE_A771_length_1256_cov_12.765903_CE44;1;0;Not-determined;NA
NODE_A772_length_1256_cov_8.469890_CE44;2;0;Not-determined;NA
NODE_A773_length_1256_cov_6.208651_CE44;2;0;Not-determined;NA
NODE_A774_length_1256_cov_6.112807_CE44;2;0;Not-determined;NA
NODE_A775_length_1255_cov_14.300509_CE44;4;0;Not-determined;NA
NODE_A776_length_1255_cov_11.535654_CE44;3;1;Low-quality;2,50
NODE_A777_length_1255_cov_5.648557_CE44;0;0;Not-determined;NA
NODE_A779_length_1254_cov_8.052676_CE44;1;0;Not-determined;NA
NODE_A780_length_1254_cov_7.108751_CE44;3;0;Not-determined;NA
NODE_A781_length_1254_cov_3.635514_CE44;2;0;Not-determined;NA
NODE_A782_length_1253_cov_5.260204_CE44;2;0;Not-determined;NA
NODE_A786_length_1251_cov_7.985520_CE44;2;0;Not-determined;NA
NODE_A787_length_1251_cov_6.198467_CE44;2;0;Not-determined;NA
NODE_A788_length_1250_cov_7.500426_CE44;2;1;Low-quality;1,24
NODE_A789_length_1249_cov_8.651877_CE44;1;0;Not-determined;NA
NODE_A790_length_1249_cov_8.087884_CE44;1;0;Not-determined;NA
NODE_A791_length_1249_cov_7.038396_CE44;2;0;Not-determined;NA
NODE_A793_length_1248_cov_7.502989_CE44;1;0;Not-determined;NA
NODE_A794_length_1247_cov_18.059829_CE44;2;0;Not-determined;NA
NODE_A795_length_1246_cov_8.224123_CE44;1;0;Not-determined;NA
NODE_A796_length_1246_cov_7.678358_CE44;2;0;Not-determined;NA
NODE_A797_length_1246_cov_5.798973_CE44;2;0;Not-determined;NA
NODE_A798_length_1245_cov_4.936644_CE44;2;1;Low-quality;2,38
NODE_A799_length_1245_cov_4.714897_CE44;2;2;Low-quality;3,58
NODE_A800_length_1244_cov_10.269923_CE44;3;0;Not-determined;NA
NODE_A801_length_1244_cov_4.862039_CE44;2;0;Not-determined;NA
NODE_A802_length_1243_cov_32.321612_CE44;3;0;Low-quality;2,02
NODE_A803_length_1243_cov_8.040309_CE44;2;0;Not-determined;NA
NODE_A804_length_1243_cov_4.469983_CE44;4;0;Not-determined;NA
NODE_A805_length_1243_cov_4.076329_CE44;2;0;Not-determined;NA
NODE_A806_length_1243_cov_2.893654_CE44;2;0;Not-determined;NA
NODE_A807_length_1242_cov_6.763948_CE44;1;0;Not-determined;NA
NODE_A808_length_1242_cov_5.681545_CE44;1;0;Not-determined;NA
NODE_A809_length_1242_cov_5.296137_CE44;2;1;Low-quality;0,14
NODE_A810_length_1242_cov_4.708155_CE44;2;0;Not-determined;NA
NODE_A811_length_1242_cov_4.582833_CE44;2;0;Not-determined;NA
NODE_A812_length_1241_cov_12.853952_CE44;2;0;Not-determined;NA
NODE_A813_length_1241_cov_9.287801_CE44;2;2;Low-quality;2,02
NODE_A815_length_1241_cov_8.635739_CE44;2;0;Not-determined;NA
NODE_A816_length_1240_cov_4.816853_CE44;2;0;Low-quality;0,51
NODE_A817_length_1239_cov_6.594664_CE44;1;1;Low-quality;0,57
NODE_A818_length_1239_cov_5.771945_CE44;2;0;Not-determined;NA
NODE_A819_length_1238_cov_7.801034_CE44;1;0;Not-determined;NA
NODE_A820_length_1238_cov_5.167097_CE44;2;0;Not-determined;NA
NODE_A821_length_1238_cov_4.229113_CE44;1;0;Not-determined;NA
NODE_A824_length_1236_cov_6.290768_CE44;1;0;Not-determined;NA
NODE_A825_length_1236_cov_5.238136_CE44;2;0;Not-determined;NA
NODE_A827_length_1235_cov_8.121762_CE44;2;1;Low-quality;1,82
NODE_A828_length_1235_cov_5.936960_CE44;1;1;Low-quality;2,37
NODE_A829_length_1234_cov_12.567848_CE44;2;0;Not-determined;NA
NODE_A832_length_1233_cov_10.579585_CE44;1;0;Not-determined;NA
NODE_A833_length_1233_cov_8.744810_CE44;2;0;Not-determined;NA
NODE_A835_length_1232_cov_8.805195_CE44;2;0;Low-quality;3,08
NODE_A836_length_1232_cov_5.382684_CE44;1;0;Not-determined;NA
NODE_A837_length_1231_cov_7.827556_CE44;2;0;Not-determined;NA
NODE_A838_length_1231_cov_5.129116_CE44;1;0;Not-determined;NA
NODE_A839_length_1230_cov_16.067650_CE44;2;0;Not-determined;NA
