accession,reference_length,covered_bases,reads_aligned,mean_coverage,RPKMF,sequence_name,taxid,kingdom,phylum,class,order,family,genus,species,subspecies,strain,sample_ID,total_filtered_reads_in_sample,...1,samplingDate,humidity_mean,light_mean,motion_mean,temperature_mean,co2_mean,co2_max,battery_mean,sampling_duration,sensor_samples_co2,sensor_samples_humidity,sensor_samples_temperature,Sample_or_Control,Month,Windows,How many people(average of start and end),...19,...20,...21,...22
NC_012564.1,5242,356,14,0.3179497,0.165572,"Human bocavirus 3, complete genome",638313,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 1,Human bocavirus 3,Human bocavirus 3,CE32,16130390,12,2022-03-09,23.1538461538462,115,7.61538461538462,22.0153846153846,731.461538461538,971,3643.23076923077,2.2,13,13,13,Sample,March,Closed,18,NA,NA,NA,NA
JX262162.1,4939,1072,48,1.0542911,0.6025,"Human polyomavirus 10 isolate 10ww, complete genome",1208309,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus decihominis,unclassified Deltapolyomavirus decihominis subspecies/strain,unclassified Deltapolyomavirus decihominis strain,CE32,16130390,12,2022-03-09,23.1538461538462,115,7.61538461538462,22.0153846153846,731.461538461538,971,3643.23076923077,2.2,13,13,13,Sample,March,Closed,18,NA,NA,NA,NA
JX463183.1,4776,713,15,0.38672718,0.194707,"STL polyomavirus strain MA138, complete genome",1277649,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus undecihominis,STL polyomavirus,STL polyomavirus,CE32,16130390,12,2022-03-09,23.1538461538462,115,7.61538461538462,22.0153846153846,731.461538461538,971,3643.23076923077,2.2,13,13,13,Sample,March,Closed,18,NA,NA,NA,NA
MG846442.1,4432,496,21,0.5976179,0.293748,"Chicken chapparvovirus 2 strain RS/BR/15/2S NS1 and capsid protein genes, complete cds",2109367,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Chaphamaparvovirus,Galliform chaphamaparvovirus 2,Chicken chapparvovirus 2,Chicken chapparvovirus 2,CE32,16130390,12,2022-03-09,23.1538461538462,115,7.61538461538462,22.0153846153846,731.461538461538,971,3643.23076923077,2.2,13,13,13,Sample,March,Closed,18,NA,NA,NA,NA
EF444549.1,5229,1060,84,1.9793266,1.30767,"WU Polyomavirus strain B0, complete genome",440266,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Betapolyomavirus,Betapolyomavirus quartihominis,WU Polyomavirus,WU Polyomavirus,CE7,12284646,28,2022-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,June,Open,18,NA,NA,NA,NA
JX262162.1,4939,266,16,0.35059512,0.263705,"Human polyomavirus 10 isolate 10ww, complete genome",1208309,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus decihominis,unclassified Deltapolyomavirus decihominis subspecies/strain,unclassified Deltapolyomavirus decihominis strain,CE7,12284646,28,2022-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,June,Open,18,NA,NA,NA,NA
KU727766.1,5166,417,40,0.8987241,0.630294,"Parus major densovirus isolate PmDNV-JL, complete genome",1907771,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,unclassified Parvoviridae genus,Parus major densovirus,unclassified Parus major densovirus subspecies/strain,unclassified Parus major densovirus strain,CE7,12284646,28,2022-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,June,Open,18,NA,NA,NA,NA
KY490071.1,235397,229,9,0.0041275765,0.00311228,"Human betaherpesvirus 5 strain HANChild1, complete genome",10359,Viruses,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Cytomegalovirus,Human betaherpesvirus 5,unclassified Human betaherpesvirus 5 subspecies/strain,unclassified Human betaherpesvirus 5 strain,CE7,12284646,28,2022-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,June,Open,18,NA,NA,NA,NA
MK212031.1,2907,344,5,0.19731592,0.140011,"TTV-like mini virus strain vzttmv4, complete genome",93678,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Anelloviridae,Betatorquevirus,TTV-like mini virus,unclassified TTV-like mini virus subspecies/strain,unclassified TTV-like mini virus strain,CE7,12284646,28,2022-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,June,Open,18,NA,NA,NA,NA
AB041962.1,2908,210,14,0.5435098,0.336702,"Torque teno mini virus 5 DNA, complete genome, isolate: TGP96",687373,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Anelloviridae,Betatorquevirus,Torque teno mini virus 5,unclassified Torque teno mini virus 5 subspecies/strain,unclassified Torque teno mini virus 5 strain,CE25,14298396,35,2022-09-14,58.1666666666667,17.3333333333333,10.25,23.1916666666667,636.166666666667,866,3650.66666666667,2.01666666666667,12,12,12,Sample,September,Open,18,NA,NA,NA,NA
AB060597.1,3246,749,204,8.113372,4.39536,"Torque teno virus 24 ORF4, ORF3, ORF2, ORF1 genes, complete cds, clone: SAa-01",687363,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Anelloviridae,Alphatorquevirus,Torque teno virus 24,unclassified Torque teno virus 24 subspecies/strain,unclassified Torque teno virus 24 strain,CE25,14298396,35,2022-09-14,58.1666666666667,17.3333333333333,10.25,23.1916666666667,636.166666666667,866,3650.66666666667,2.01666666666667,12,12,12,Sample,September,Open,18,NA,NA,NA,NA
AF536531.1,9812,213,11,0.14375906,0.0784057,"Aphid lethal paralysis virus, complete genome",209529,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Dicistroviridae,Cripavirus,Aphid lethal paralysis virus,unclassified Aphid lethal paralysis virus subspecies/strain,unclassified Aphid lethal paralysis virus strain,CE25,14298396,35,2022-09-14,58.1666666666667,17.3333333333333,10.25,23.1916666666667,636.166666666667,866,3650.66666666667,2.01666666666667,12,12,12,Sample,September,Open,18,NA,NA,NA,NA
FJ445140.1,7136,291,10,0.1753507,0.0980072,"Human rhinovirus 56 strain ATCC VR-1166, complete genome",185916,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Rhinovirus A,rhinovirus A56,rhinovirus A56,CE25,14298396,35,2022-09-14,58.1666666666667,17.3333333333333,10.25,23.1916666666667,636.166666666667,866,3650.66666666667,2.01666666666667,12,12,12,Sample,September,Open,18,NA,NA,NA,NA
FR751463.1,3725,1450,332,11.445314,6.23339,"Torque teno virus complete genome, isolate TTV-HD14a (gbDhDi33.32)",68887,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Anelloviridae,unclassified Anelloviridae genus,Torque teno virus,unclassified Torque teno virus subspecies/strain,unclassified Torque teno virus strain,CE25,14298396,35,2022-09-14,58.1666666666667,17.3333333333333,10.25,23.1916666666667,636.166666666667,866,3650.66666666667,2.01666666666667,12,12,12,Sample,September,Open,18,NA,NA,NA,NA
KM085343.1,7278,266,20,0.35129067,0.19219,"Human papillomavirus type 197 isolate SE46, complete genome",1542134,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 24,Human papillomavirus 197,Human papillomavirus 197,CE25,14298396,35,2022-09-14,58.1666666666667,17.3333333333333,10.25,23.1916666666667,636.166666666667,866,3650.66666666667,2.01666666666667,12,12,12,Sample,September,Open,18,NA,NA,NA,NA
KU645789.1,10056,595,72,0.8842116,0.500749,"Moku virus isolate Big Island, complete genome",1906245,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Iflaviridae,Iflavirus,Moku virus,unclassified Moku virus subspecies/strain,unclassified Moku virus strain,CE25,14298396,35,2022-09-14,58.1666666666667,17.3333333333333,10.25,23.1916666666667,636.166666666667,866,3650.66666666667,2.01666666666667,12,12,12,Sample,September,Open,18,NA,NA,NA,NA
KY040275.1,188253,1518,212,0.22960293,0.0787602,"Molluscum contagiosum virus subtype 1 isolate Madrid 2016_3, complete genome",10280,Viruses,Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Molluscipoxvirus,Molluscum contagiosum virus,Molluscum contagiosum virus subtype 1,Molluscum contagiosum virus subtype 1,CE25,14298396,35,2022-09-14,58.1666666666667,17.3333333333333,10.25,23.1916666666667,636.166666666667,866,3650.66666666667,2.01666666666667,12,12,12,Sample,September,Open,18,NA,NA,NA,NA
U31779.1,7779,486,51,0.8324813,0.458521,"Human papillomavirus type 21, complete genome",31548,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,human papillomavirus 21,human papillomavirus 21,CE25,14298396,35,2022-09-14,58.1666666666667,17.3333333333333,10.25,23.1916666666667,636.166666666667,866,3650.66666666667,2.01666666666667,12,12,12,Sample,September,Open,18,NA,NA,NA,NA
FJ169853.1,3305,142,8,0.18510301,0.146133,"Rotavirus A strain 02V0002G3 segment 1, complete sequence",28875,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,unclassified Rotavirus A subspecies/strain,unclassified Rotavirus A strain,CE33,16564138,17,2022-03-23,29.8181818181818,170.909090909091,10.3636363636364,21.5727272727273,734.181818181818,963,3645.72727272727,1.83333333333333,11,11,11,Sample,March,Open,18,NA,STDEV,3.688805694,NA
JX262162.1,4939,1732,108,2.4754646,1.32013,"Human polyomavirus 10 isolate 10ww, complete genome",1208309,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus decihominis,unclassified Deltapolyomavirus decihominis subspecies/strain,unclassified Deltapolyomavirus decihominis strain,CE33,16564138,17,2022-03-23,29.8181818181818,170.909090909091,10.3636363636364,21.5727272727273,734.181818181818,963,3645.72727272727,1.83333333333333,11,11,11,Sample,March,Open,18,NA,STDEV,3.688805694,NA
KU569162.1,5154,686,38,0.94244605,0.445113,"Galliform aveparvovirus 1 isolate IPV, complete genome",1511865,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Aveparvovirus,Galliform aveparvovirus 1,unclassified Galliform aveparvovirus 1 subspecies/strain,unclassified Galliform aveparvovirus 1 strain,CE33,16564138,17,2022-03-23,29.8181818181818,170.909090909091,10.3636363636364,21.5727272727273,734.181818181818,963,3645.72727272727,1.83333333333333,11,11,11,Sample,March,Open,18,NA,STDEV,3.688805694,NA
KY629935.1,7130,353,18,0.20272206,0.15241,"Rhinovirus A59 strain 16-J2, complete genome",185918,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Rhinovirus A,rhinovirus A59,rhinovirus A59,CE33,16564138,17,2022-03-23,29.8181818181818,170.909090909091,10.3636363636364,21.5727272727273,734.181818181818,963,3645.72727272727,1.83333333333333,11,11,11,Sample,March,Open,18,NA,STDEV,3.688805694,NA
AB017613.1,3818,2350,1242,41.54144,11.7384,"Torque teno virus 16 DNA, complete genome, isolate: TUS01",687355,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Anelloviridae,Alphatorquevirus,Torque teno virus 16,unclassified Torque teno virus 16 subspecies/strain,unclassified Torque teno virus 16 strain,CE2,27712580,34,2022-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,September,Open,19,NA,NA,NA,NA
AB041962.1,2908,574,26,1.0986222,0.322628,"Torque teno mini virus 5 DNA, complete genome, isolate: TGP96",687373,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Anelloviridae,Betatorquevirus,Torque teno mini virus 5,unclassified Torque teno mini virus 5 subspecies/strain,unclassified Torque teno mini virus 5 strain,CE2,27712580,34,2022-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,September,Open,19,NA,NA,NA,NA
AY629583.1,4682,353,20,0.5586937,0.154142,"Avian adeno-associated virus strain DA-1, complete genome",281492,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Dependoparvovirus,Avian dependoparvovirus 1,Avian adeno-associated virus strain DA-1,Avian adeno-associated virus strain DA-1,CE2,27712580,34,2022-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,September,Open,19,NA,NA,NA,NA
JQ898291.1,4927,394,6,0.109692276,0.0439432,"MW polyomavirus strain MA095, complete genome",1203539,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus decihominis,MW polyomavirus,MW polyomavirus,CE2,27712580,34,2022-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,September,Open,19,NA,NA,NA,NA
JX262162.1,4939,2764,611,15.573189,4.46401,"Human polyomavirus 10 isolate 10ww, complete genome",1208309,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus decihominis,unclassified Deltapolyomavirus decihominis subspecies/strain,unclassified Deltapolyomavirus decihominis strain,CE2,27712580,34,2022-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,September,Open,19,NA,NA,NA,NA
KU727766.1,5166,355,10,0.24780701,0.069850400000000007,"Parus major densovirus isolate PmDNV-JL, complete genome",1907771,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,unclassified Parvoviridae genus,Parus major densovirus,unclassified Parus major densovirus subspecies/strain,unclassified Parus major densovirus strain,CE2,27712580,34,2022-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,September,Open,19,NA,NA,NA,NA
MF588693.1,7226,4516,870,15.050311,4.34455,"Gammapapillomavirus sp. isolate Gamma_w34c04a, complete genome",2049444,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus sp.,unclassified Gammapapillomavirus sp. subspecies/strain,unclassified Gammapapillomavirus sp. strain,CE2,27712580,34,2022-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,September,Open,19,NA,NA,NA,NA
AC_000017.1,36001,2926,175,0.46640262,0.247352,"Human adenovirus type 1, complete genome",10533,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus C,Human adenovirus 1,Human adenovirus 1,CE29,19652094,18,2022-03-30,36.4166666666667,51.8333333333333,3.91666666666667,21.0666666666667,900.916666666667,1161,3645.25,2.41666666666667,12,12,12,Sample,March,Closed,17,NA,MIN:MAX,6:23,NA
AC_000008.1,35938,1784,108,0.3084274,0.152919,"Human adenovirus 5, complete genome",28285,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus C,Human adenovirus 5,Human adenovirus 5,CE29,19652094,18,2022-03-30,36.4166666666667,51.8333333333333,3.91666666666667,21.0666666666667,900.916666666667,1161,3645.25,2.41666666666667,12,12,12,Sample,March,Closed,17,NA,MIN:MAX,6:23,NA
FJ349096.1,35758,2158,71,0.20498203,0.101036,"Human adenovirus 6 strain Tonsil 99 prototype, complete genome",10534,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus C,Human adenovirus 6,Human adenovirus 6,CE29,19652094,18,2022-03-30,36.4166666666667,51.8333333333333,3.91666666666667,21.0666666666667,900.916666666667,1161,3645.25,2.41666666666667,12,12,12,Sample,March,Closed,17,NA,MIN:MAX,6:23,NA
AB017613.1,3818,246,34,1.0229008,0.453142,"Torque teno virus 16 DNA, complete genome, isolate: TUS01",687355,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Anelloviridae,Alphatorquevirus,Torque teno virus 16,unclassified Torque teno virus 16 subspecies/strain,unclassified Torque teno virus 16 strain,CE29,19652094,18,2022-03-30,36.4166666666667,51.8333333333333,3.91666666666667,21.0666666666667,900.916666666667,1161,3645.25,2.41666666666667,12,12,12,Sample,March,Closed,17,NA,MIN:MAX,6:23,NA
AF261761.1,3736,870,163,5.1689906,2.2201,"Torque teno virus 7 isolate PMV, complete genome",687346,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Anelloviridae,Alphatorquevirus,Torque teno virus 7,unclassified Torque teno virus 7 subspecies/strain,unclassified Torque teno virus 7 strain,CE29,19652094,18,2022-03-30,36.4166666666667,51.8333333333333,3.91666666666667,21.0666666666667,900.916666666667,1161,3645.25,2.41666666666667,12,12,12,Sample,March,Closed,17,NA,MIN:MAX,6:23,NA
GU233853.1,7219,548,58,0.9667563,0.408829,"Human papillomavirus type 129, complete genome",931210,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 9,Human papillomavirus type 129,Human papillomavirus type 129,CE29,19652094,18,2022-03-30,36.4166666666667,51.8333333333333,3.91666666666667,21.0666666666667,900.916666666667,1161,3645.25,2.41666666666667,12,12,12,Sample,March,Closed,17,NA,MIN:MAX,6:23,NA
JX262162.1,4939,3172,598,14.215494,6.16103,"Human polyomavirus 10 isolate 10ww, complete genome",1208309,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus decihominis,unclassified Deltapolyomavirus decihominis subspecies/strain,unclassified Deltapolyomavirus decihominis strain,CE29,19652094,18,2022-03-30,36.4166666666667,51.8333333333333,3.91666666666667,21.0666666666667,900.916666666667,1161,3645.25,2.41666666666667,12,12,12,Sample,March,Closed,17,NA,MIN:MAX,6:23,NA
KC782520.2,2687,124,6,0.06030745,0.113625,"Rotavirus A human-wt/USA/LB1562/2010/G9P4 VP2 (VP2) gene, complete cds",1349389,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Rotavirus A human-wt/USA/LB1562/2010/G9P4,Rotavirus A human-wt/USA/LB1562/2010/G9P4,CE29,19652094,18,2022-03-30,36.4166666666667,51.8333333333333,3.91666666666667,21.0666666666667,900.916666666667,1161,3645.25,2.41666666666667,12,12,12,Sample,March,Closed,17,NA,MIN:MAX,6:23,NA
KY490071.1,235397,12244,998,0.45011413,0.215735,"Human betaherpesvirus 5 strain HANChild1, complete genome",10359,Viruses,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Cytomegalovirus,Human betaherpesvirus 5,unclassified Human betaherpesvirus 5 subspecies/strain,unclassified Human betaherpesvirus 5 strain,CE29,19652094,18,2022-03-30,36.4166666666667,51.8333333333333,3.91666666666667,21.0666666666667,900.916666666667,1161,3645.25,2.41666666666667,12,12,12,Sample,March,Closed,17,NA,MIN:MAX,6:23,NA
KY629935.1,7130,345,85,1.4106017,0.606625,"Rhinovirus A59 strain 16-J2, complete genome",185918,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Rhinovirus A,rhinovirus A59,rhinovirus A59,CE29,19652094,18,2022-03-30,36.4166666666667,51.8333333333333,3.91666666666667,21.0666666666667,900.916666666667,1161,3645.25,2.41666666666667,12,12,12,Sample,March,Closed,17,NA,MIN:MAX,6:23,NA
MF898328.1,125095,437,14,0.012605546,0.00569481,"Human alphaherpesvirus 3 strain Baike, complete genome",10335,Viruses,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Varicellovirus,Human alphaherpesvirus 3,unclassified Human alphaherpesvirus 3 subspecies/strain,unclassified Human alphaherpesvirus 3 strain,CE29,19652094,18,2022-03-30,36.4166666666667,51.8333333333333,3.91666666666667,21.0666666666667,900.916666666667,1161,3645.25,2.41666666666667,12,12,12,Sample,March,Closed,17,NA,MIN:MAX,6:23,NA
X74464.1,7434,1700,93,1.5860791,0.636578,Human papillomavirus type 9 genomic DNA,10621,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 9,Human papillomavirus 9,CE29,19652094,18,2022-03-30,36.4166666666667,51.8333333333333,3.91666666666667,21.0666666666667,900.916666666667,1161,3645.25,2.41666666666667,12,12,12,Sample,March,Closed,17,NA,MIN:MAX,6:23,NA
X74468.1,7412,210,13,0.15202424,0.0892481,Human papillomavirus type 15 genomic DNA,10606,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 15,Human papillomavirus 15,CE29,19652094,18,2022-03-30,36.4166666666667,51.8333333333333,3.91666666666667,21.0666666666667,900.916666666667,1161,3645.25,2.41666666666667,12,12,12,Sample,March,Closed,17,NA,MIN:MAX,6:23,NA
AF043303.1,4679,857,98,2.4952528,1.51711,"Adeno-associated virus 2, complete genome",10804,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Dependoparvovirus,Adeno-associated dependoparvovirus A,adeno-associated virus 2,adeno-associated virus 2,CE38,13805648,9,2022-02-23,34.2307692307692,NA,NA,21.2923076923077,709.769230769231,868,NA,2.08333333333333,13,13,13,Sample,February,Closed,16,NA,NA,NA,NA
GU233853.1,7219,1947,306,4.885415,3.07035,"Human papillomavirus type 129, complete genome",931210,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 9,Human papillomavirus type 129,Human papillomavirus type 129,CE38,13805648,9,2022-02-23,34.2307692307692,NA,NA,21.2923076923077,709.769230769231,868,NA,2.08333333333333,13,13,13,Sample,February,Closed,16,NA,NA,NA,NA
JQ898291.1,4927,252,10,0.22064057,0.147015,"MW polyomavirus strain MA095, complete genome",1203539,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus decihominis,MW polyomavirus,MW polyomavirus,CE38,13805648,9,2022-02-23,34.2307692307692,NA,NA,21.2923076923077,709.769230769231,868,NA,2.08333333333333,13,13,13,Sample,February,Closed,16,NA,NA,NA,NA
JX262162.1,4939,938,483,11.666319,7.08356,"Human polyomavirus 10 isolate 10ww, complete genome",1208309,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus decihominis,unclassified Deltapolyomavirus decihominis subspecies/strain,unclassified Deltapolyomavirus decihominis strain,CE38,13805648,9,2022-02-23,34.2307692307692,NA,NA,21.2923076923077,709.769230769231,868,NA,2.08333333333333,13,13,13,Sample,February,Closed,16,NA,NA,NA,NA
KT779555.1,29887,1102,107,0.4211252,0.25932500000000003,"Human coronavirus HKU1 isolate BJ01-p3, complete genome",290028,Viruses,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Human coronavirus HKU1,unclassified Human coronavirus HKU1 subspecies/strain,unclassified Human coronavirus HKU1 strain,CE38,13805648,9,2022-02-23,34.2307692307692,NA,NA,21.2923076923077,709.769230769231,868,NA,2.08333333333333,13,13,13,Sample,February,Closed,16,NA,NA,NA,NA
KU727766.1,5166,394,11,0.23026316,0.109728,"Parus major densovirus isolate PmDNV-JL, complete genome",1907771,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,unclassified Parvoviridae genus,Parus major densovirus,unclassified Parus major densovirus subspecies/strain,unclassified Parus major densovirus strain,CE5,19405330,38,2022-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,October,Open,NA,NA,NA,NA,NA
NC_007455.1,5299,403,22,0.442416,0.299627,"Primate bocaparvovirus 1 isolate st2, complete genome",1511871,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 1,unclassified Primate bocaparvovirus 1 subspecies/strain,unclassified Primate bocaparvovirus 1 strain,CE9,13856312,42,2022-11-09,48,242.428571428571,9,21.6857142857143,704.285714285714,780,3654,2.06666666666667,7,7,7,Sample,November,Closed,NA,NA,NA,NA,NA
KU727766.1,5166,451,36,0.7200957,0.502922,"Parus major densovirus isolate PmDNV-JL, complete genome",1907771,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,unclassified Parvoviridae genus,Parus major densovirus,unclassified Parus major densovirus subspecies/strain,unclassified Parus major densovirus strain,CE9,13856312,42,2022-11-09,48,242.428571428571,9,21.6857142857143,704.285714285714,780,3654,2.06666666666667,7,7,7,Sample,November,Closed,NA,NA,NA,NA,NA
KY040275.1,188253,1091,40,0.043529343,0.0153345,"Molluscum contagiosum virus subtype 1 isolate Madrid 2016_3, complete genome",10280,Viruses,Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Molluscipoxvirus,Molluscum contagiosum virus,Molluscum contagiosum virus subtype 1,Molluscum contagiosum virus subtype 1,CE9,13856312,42,2022-11-09,48,242.428571428571,9,21.6857142857143,704.285714285714,780,3654,2.06666666666667,7,7,7,Sample,November,Closed,NA,NA,NA,NA,NA
NC_007455.1,5299,2393,322,7.1202173,2.73841,"Primate bocaparvovirus 1 isolate st2, complete genome",1511871,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 1,unclassified Primate bocaparvovirus 1 subspecies/strain,unclassified Primate bocaparvovirus 1 strain,CE12,22190290,43,2022-11-16,47,151.7,8.1,21.7,924.3,1073,3653.4,2.06666666666667,10,10,10,Sample,November,Closed,NA,NA,NA,NA,NA
AF043303.1,4679,2228,257,6.873482,2.47524,"Adeno-associated virus 2, complete genome",10804,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Dependoparvovirus,Adeno-associated dependoparvovirus A,adeno-associated virus 2,adeno-associated virus 2,CE12,22190290,43,2022-11-16,47,151.7,8.1,21.7,924.3,1073,3653.4,2.06666666666667,10,10,10,Sample,November,Closed,NA,NA,NA,NA,NA
JX262162.1,4939,3207,481,11.985174,4.38877,"Human polyomavirus 10 isolate 10ww, complete genome",1208309,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus decihominis,unclassified Deltapolyomavirus decihominis subspecies/strain,unclassified Deltapolyomavirus decihominis strain,CE12,22190290,43,2022-11-16,47,151.7,8.1,21.7,924.3,1073,3653.4,2.06666666666667,10,10,10,Sample,November,Closed,NA,NA,NA,NA,NA
KT779555.1,29887,492,41,0.17409287,0.0618214,"Human coronavirus HKU1 isolate BJ01-p3, complete genome",290028,Viruses,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Human coronavirus HKU1,unclassified Human coronavirus HKU1 subspecies/strain,unclassified Human coronavirus HKU1 strain,CE12,22190290,43,2022-11-16,47,151.7,8.1,21.7,924.3,1073,3653.4,2.06666666666667,10,10,10,Sample,November,Closed,NA,NA,NA,NA,NA
KU727766.1,5166,368,19,0.3435008,0.165743,"Parus major densovirus isolate PmDNV-JL, complete genome",1907771,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,unclassified Parvoviridae genus,Parus major densovirus,unclassified Parus major densovirus subspecies/strain,unclassified Parus major densovirus strain,CE12,22190290,43,2022-11-16,47,151.7,8.1,21.7,924.3,1073,3653.4,2.06666666666667,10,10,10,Sample,November,Closed,NA,NA,NA,NA,NA
